authorMeta/fans,authorMeta/name,collectCount,commentCount,createTimeISO,diggCount,isSponsored,locationMeta/city,locationMeta/locationName,playCount,shareCount,text,videoMeta/duration,webVideoUrl
81600,ninilll_123,27,18,2025-06-15 05:39:36+00:00,274,True,Kebumen,Sruweng,6257,24,#kopikenangan #mylove #vedeoviral #tik_tok #fypシ゚  #👌👌👌 #💪💪💪 #❤️❤️❤️❤️❤️ ,60,https://www.tiktok.com/@ninilll_123/video/7516046613169655047
84,morning.muse.coff,3,2,2025-06-14 03:45:22+00:00,57,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,1187,0,𝗠𝗼𝗿𝗻𝗶𝗻𝗴 𝗠𝘂𝘀𝗲 𝗖𝗻𝘅.☕️🌼 ⏰เวลาเปิด-ปิด:07.30 am. - 16.00 pm. 🛵💚 LINE MAN Delivery.  🗺️ https://maps.app.goo.gl/FtowAwDTYWSehfyC8?g_st=com.google.maps.preview.copy ##coffeecnx##cafecnx##ร้านกาแฟเชียงใหม่##ไดฟูกุเชียงใหม่##ร้านกาแฟสันผีเสื้อ##ร้านกาแฟน่านั่ง##ร้านกาแฟ##ร้านกาแฟขัวโก##ร้านกาแฟมินิมอลเชียงใหม่##coffeechiangmai##ร้านกาแฟนั่งชิว##ร้านกาแฟสด##ร้านกาแฟสดเบเกอรี่ ,19,https://www.tiktok.com/@morning.muse.coff/video/7515646090801204498
3339,kelilingbarengdanu,715,66,2024-06-09 12:33:51+00:00,3637,True,South Tangerang,Kopi Kenangan - Super Indo Pondok Cabe Gaplek,719000,260,cus coba + pake voucher nya !! #kopikenangan #rekomendasiminuman #jelajahjakarta ,47,https://www.tiktok.com/@kelilingbarengdanu/video/7378480775299091718
174000,kopikenangan.id,139,27,2025-04-25 03:59:57+00:00,1635,True,Tangerang Regency,Kopi Kenangan - Tokyo Hub Pantai Indah Kapuk 2,104800,68,"Siapa yang perjalanan hidupnya udah seperti pencapaian Kopi Kenangan ini? Wow! Mantap, Beb! Kalian udah sejauh ini ternyata! Begitu pula dengan Kopi Kenangan yang udah ada 1000 outlet lho! Ga cuma Indonesia tapi ada di 6 negara lainnya. Penasaran di mana aja? Coba tonton sampai habis video ini ya! #KopiKenangan #IndonesianPride",24,https://www.tiktok.com/@kopikenangan.id/video/7497095603264949522
1096,ellsyaraaa,14,0,2025-05-10 12:34:54+00:00,122,True,Palembang,Kopi Kenangan - Ruko Palembang Trade Center,30800,2,Kopi 13ribu klik lokasi buruan! #kopikenangan #vouchertiktok #voucherkopikenangan ,10,https://www.tiktok.com/@ellsyaraaa/video/7502794550994373908
658,alyamandazx,28,0,2025-05-10 02:20:16+00:00,203,True,Banjarmasin,Kopi Kenangan - Ruko Brigjen Hasan Basri Banjarmasin,19400,52,rekomendasi lainnya buat nyantuyy bareng teman sambil nugass 🌷😍🤙🏻💋 #kopikenangan #kopi #fyp #fypage #fypシ゚ #visitkalsel #placestovisit #placetovisitbjm #banjarmasininfo #banjarmasin #banjarmasinfood #banjarmasinkopi #kopken ,12,https://www.tiktok.com/@alyamandazx/video/7502636163338095877
3314,copa.ganteng,15,10,2025-06-06 03:24:49+00:00,648,True,Semarang Regency,Sedari Dulu,3473,2,#sedaridulucafe #kopeng #gunungmerbabu  #jalankecilpakenanjak ,20,https://www.tiktok.com/@copa.ganteng/video/7512672113405250872
27600,minanmaikhongbeu,31,5,2025-06-15 11:01:15+00:00,233,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,7894,46,"Cà phê kem bắp á? 
#hyeminne #minanmaikhongbeu #vrmgr #reviewfood #cafekembap #chadee ",56,https://www.tiktok.com/@minanmaikhongbeu/video/7516129341714042128
43600,blackcoffee.02,284,18,2025-01-15 15:10:32+00:00,2210,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,191900,592,#storywhatsapp #CapCut #katakata #quotes #xyzbca #storywa #nostalgia #iwanfals #oi #fyp #fypシ゚ #viraltiktok #foryou #foryoupage #fypage #trend #fyppppppppppppppppppppppp ,18,https://www.tiktok.com/@blackcoffee.02/video/7460159881744600325
36900,guitarcoffeetv,93,25,2024-10-18 02:35:20+00:00,490,True,Tidak Mengisi/Tidak diketahui,Haiphong,21500,69,"Có đường phố nào vui?
Cho ta qua một ngày...

#cafemotminh #guitarcoffeetv #nhactrinh #rutangamngui #motminh ",75,https://www.tiktok.com/@guitarcoffeetv/video/7426938680624958728
15900,piona_t,2569,313,2023-07-01 12:36:14+00:00,13500,True,Tidak Mengisi/Tidak diketahui,Tphcm,671100,407,Soái ca (super hero)🎶#viral #xuhuong #spotify #zing #hottrend #fybシ #mộtchiếcnhạc #lyrics #nhạcchillhay #FoodFestOnTikTok ,115,https://www.tiktok.com/@piona_t/video/7250828088349674757
908,stepanihniyvrdi,0,0,2025-06-16 04:32:56+00:00,50,True,Bandung Regency,YANG MANIS MANIS,271,0,#CapCut#jjdaycapcut#fyppppppppppppppppppppppp#capcuttemplate#kopikenangan#abcdxyz#penikmatjjcapcut ,23,https://www.tiktok.com/@stepanihniyvrdi/video/7516400508387544328
6532,ib.sz,167,32,2025-05-07 16:28:42+00:00,471,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,33600,61,#fybシ #viral #cupcut #foryou #coffee ,10,https://www.tiktok.com/@ib.sz/video/7501741562536185106
8290,jihannurarcilla,1,0,2025-06-11 13:42:14+00:00,26,True,Tangerang City,Kopi Kenangan - Ruko Cipondoh,2449,0,#kopken #kopikenangan#kopi ,17,https://www.tiktok.com/@jihannurarcilla/video/7514686657396755768
905,hanita_dea,0,0,2025-06-16 01:13:23+00:00,29,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,567,1,"buka dari jam 08.00 - 02.00 (Senin - Minggu) menu Start 8K 📍Jl. Karya Timur No.24,Malang Blimbing, Kota Malang ☕️ #zxycba #rekomendasikopi  #kopimalang #cafemalang ",26,https://www.tiktok.com/@hanita_dea/video/7516349054285008144
174000,kopikenangan.id,139,27,2025-04-25 03:59:57+00:00,1634,True,Tangerang Regency,Kopi Kenangan - Tokyo Hub Pantai Indah Kapuk 2,104700,68,"Siapa yang perjalanan hidupnya udah seperti pencapaian Kopi Kenangan ini? Wow! Mantap, Beb! Kalian udah sejauh ini ternyata! Begitu pula dengan Kopi Kenangan yang udah ada 1000 outlet lho! Ga cuma Indonesia tapi ada di 6 negara lainnya. Penasaran di mana aja? Coba tonton sampai habis video ini ya! #KopiKenangan #IndonesianPride",24,https://www.tiktok.com/@kopikenangan.id/video/7497095603264949522
27300,heyitsocaaa,1319,201,2024-11-26 13:52:56+00:00,21500,True,Bogor Regency,Kopi Kenangan - Ruko Parung,5000000,694,✨Guys ada PROMO lagi nih di @Kopi Kenangan 😍 cuman bayar 30 ribu udah bisa dapetin 2 kopi ‼️ gaskeun gak sih 🔥 #ttpetualangpro #jelajahbegah #foryou #promokopi #promokopikenangan #kopikenangan #voucherkopikenangan #promo ,15,https://www.tiktok.com/@heyitsocaaa/video/7441585630628400391
8409,viraaudahhh,3396,184,2024-11-24 04:31:52+00:00,43200,True,Tangerang Regency,Kopi Kenangan - Ruko Gading Serpong,6400000,1589,Cuma 15 ribuan per gelasnya! Klik lokasi ijo yang ada di video ini ya buat beli vouchernya! Bisa dituker di Outlet Kopken Manapun :) #jelajahbegah #winkofwinner  | @winkofwinner #kopikenangan #voucherkopikenangan #vouchertiktok #kopitiktok #promotiktok #TTPetualangPro #TipsHemat ,18,https://www.tiktok.com/@viraaudahhh/video/7440698845064973624
11500,kachikasss,170,52,2024-11-12 05:30:41+00:00,2551,True,Tangerang City,Kopi Kenangan - Ruko Cipondoh,689700,112,WOY TERNYATA AMERICANO SEENAK ITU?! 😭❤️ #fyp #fypシ゚viral #coffeeshop #kopikenangan #voucher #voucherkopikenangan #discountkopikenangan #cafeviral #coffeeshopjakarta #tempatnongkrong #tempatngopi ,15,https://www.tiktok.com/@kachikasss/video/7436260889189223681
15800,cici.news,432,41,2024-11-07 03:47:56+00:00,8252,True,Jakarta,Kopi Kenangan - Mall Artha Gading,1600000,197,ADA PROMO BARU NIH DARI KOPI KENANGAN ‼️ Kopi susu black aren cuman 15ribu aja🤩🤩 caranya cek di video sampai habis yaa🥳🥳 #TTPetualangPro #jktfoodbang #promotiktok #kopitiktok #voucherkopikenangan #kopikenangan #promokopi ,17,https://www.tiktok.com/@cici.news/video/7434379067111017783
23100,jesslynsuganda,190,17,2024-11-30 06:44:12+00:00,2230,True,Jakarta,Kopi Kenangan - Shell Daan Mogot 1,972600,79,"Diskon tercuan, 3 cup Dreamy Choco Series Kopi Kenangan ga sampe 50ribu masa?!  Ga usah khawatir, walaupun kalian beli di lokasi ini, bisa di redeem di outlet manapun yaa! Even yang di luar kota juga loh!  #kopikenangan #voucherdiskon #kopikenanganpromo #diskontiktok #promokopikenangan #voucherkopikenangan #dreamychocoseries #menubarukopken #promobesarbesaran ",16,https://www.tiktok.com/@jesslynsuganda/video/7442959481241144594
7602,mas.henn,188,26,2024-10-21 04:06:38+00:00,2981,True,Jakarta,Kopi Kenangan - NEO SOHO,805000,57,‼️APPLE AMERICANO DI KOPI KENANGAN CUMA 9K AJA‼️ Cek vouchernya sekarang juga yuk #TTPetualangPro #promo #promokopikenangan #voucherkopikenangan #kopikenangan #promo2024 ,21,https://www.tiktok.com/@mas.henn/video/7428075431699451141
7614,nam.elle,159,30,2024-11-08 03:14:06+00:00,2475,True,South Tangerang,Kopi Kenangan - BP BSD Delatinos,939300,75,"Mumpung lagi banyak promo, buruan deh langsung beli voucher nya di video tiktok aku ini, terus tinggal kunjungi store @Kopi Kenangan terdekat deh. #ttpetualangpro #kopikenangan #voucherkopikenangan #vouchertiktok",19,https://www.tiktok.com/@nam.elle/video/7434741437473819960
9237,fathya_azz,930,38,2025-04-27 07:31:19+00:00,8154,True,Yogyakarta City,Kopi Kenangan - Ramai Malioboro,846700,467,Diskon Kopi Kenangan malioboro di tiktok lebih murah#jogja24jam #malioborojogja #kopi24jamjogja #promomakangajian ,21,https://www.tiktok.com/@fathya_azz/video/7497892073618607377
1047,och.quotsoftheday,2,1,2025-06-16 09:22:59+00:00,22,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,230,0,,36,https://www.tiktok.com/@och.quotsoftheday/video/7516475249169403192
10600,monaya.13,5,2,2025-06-15 12:18:27+00:00,40,True,Depok,Kopi Kenangan - Margo City Depok,470,1,"Klik lokasi nya disini ya kalo mau dapat diskonnya 😍 udah murah, tambah murah lagi 🎉 #kopikenangan #coffeelover #coffeeadict #ngopi #kopigulaaren #kopienak #kopikekinian ",47,https://www.tiktok.com/@monaya.13/video/7516149398443691269
7898,tiandeh__,165,31,2025-06-16 05:22:36+00:00,1548,True,Tidak Mengisi/Tidak diketahui,Surabaya,28700,1150,#cafesurabaya #surabaya #placetogo #tempatnongkrong #surabayatiktok #fyp #surabayaviral #surabayahitz #surabayapusat #surabaya24jam #kopikenangan ,15,https://www.tiktok.com/@tiandeh__/video/7516413307004194104
1100000,laguindiaenak,0,0,2025-06-16 09:58:12+00:00,47,True,Bekasi Regency,Kopi Kenangan - Ruko Grand Wisata Bekasi,991,0,Kopi kenangan favorit bgt,13,https://www.tiktok.com/@laguindiaenak/video/7516484339190762757
7484,bumnswastaa,5,20,2025-06-14 04:37:53+00:00,64,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,6131,6,Dibutuhkan segera..  #kopi #kopibubuk #kopikenangan #loker2025 #lokerterbaru #lokerindonesia #foryou #zxycba #foryoupage ,12,https://www.tiktok.com/@bumnswastaa/video/7515659628198366471
218,wolfiee577,3,2,2025-06-16 04:40:18+00:00,140,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,1715,1,aku yang minum kopi tiap hari shock denger nya 🫢 #kopi #kopikenangan #cofee ,9,https://www.tiktok.com/@wolfiee577/video/7516402411167124744
21300,agnaingoo0,37,175,2025-06-01 12:29:15+00:00,1123,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,24000,64,Coffee တစ်ခွက်လောက် တိုက်ချင်လို့ပါ#gumkinocafe#မေမြို့#pyinoolwin #fyyyyyyyyyyyyyyyy #foryoupage❤️❤️ #coffee #fypシ゚ ,24,https://www.tiktok.com/@agnaingoo0/video/7510956994396769543
81600,ninilll_123,27,18,2025-06-15 05:39:36+00:00,274,True,Kebumen,Sruweng,6258,24,#kopikenangan #mylove #vedeoviral #tik_tok #fypシ゚  #👌👌👌 #💪💪💪 #❤️❤️❤️❤️❤️ ,60,https://www.tiktok.com/@ninilll_123/video/7516046613169655047
1072,robby.arnando,34,28,2025-05-13 08:17:47+00:00,684,True,Bandar Lampung City,Bandar Lampung Sport Center,41600,23,"Stok aman bosku, siap di terbangkan ✈️✈️#kopilampungbarat#kopikenangan#kopihitam#kopilampung#grenbeankopi#kopiviral",13,https://www.tiktok.com/@robby.arnando/video/7503841554465950983
106100,reinadaauralia,4,0,2025-05-07 12:28:42+00:00,50,True,Bandung City,Kopi Kenangan - Yogya Grand Kepatihan,12000,3,Lumayan banget promonya #kopikenangan ,7,https://www.tiktok.com/@reinadaauralia/video/7501679719453150470
113,flloowiiee.__,2,2,2025-05-06 00:45:02+00:00,37,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,1707,1,ngeshift pagi nyawa nya masi ketinggalan d ruma🙂‍↔️#fyp #kopikenangan ,10,https://www.tiktok.com/@flloowiiee.__/video/7501127285307657527
267,nryp07,64,15,2025-05-08 07:58:43+00:00,534,True,Kota Karawang,Kopi Kenangan - Ruko Telagasari Kosambi Karawang,283500,25,#CapCut #kopikenangan  #karawang yg suka ngopi kuy.beli nya di lokasi yg aku tag di bawah only 13k,12,https://www.tiktok.com/@nryp07/video/7501981202631494917
422,resaindis96,0,5,2025-05-21 15:07:43+00:00,72,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,564,3,#CapCut ,15,https://www.tiktok.com/@resaindis96/video/7506915889300770054
2225,elsadwiy17,1,0,2025-05-08 14:30:39+00:00,14,True,Bandung City,Kopi Kenangan - Yogya Grand Kepatihan,6412,2,kopi kenangan cuma 9ribuan aja🥲 #kopikenangan #voucherkopikenangan #voucher #tiktokgo #jelajahkuliner #kopikenanganvoucher #ngopi #jelajahliburan #kopikenanganbandung #promotiktok #fypシ゚ #masukberanda ,15,https://www.tiktok.com/@elsadwiy17/video/7502082224976694534
1447,susismagdalena,1,2,2025-05-15 03:40:03+00:00,4,True,Jakarta,Kopi Kenangan - Ruko Arundina Cibubur,608,1,Beli kopi kenangan di tiktok murahnya kebangetan... diskon sampai 50% #kopikenangan #kopikenangantiktok #kopitiktok #kopimurah #kopilapangantembak #kopirukocibubur ,13,https://www.tiktok.com/@susismagdalena/video/7504512145367813382
3573,nledydiana,260,16,2025-05-13 12:58:07+00:00,1736,True,Garut Kota,Kopi Kenangan - Ruko IBC Garut,294600,199,Haks kopi kenangan cuma 9k aja 😍 #tiktokgo #garut #kopikenangan #affiliatemarketing #komisi #xyzbca #fyp #masukberandamuu #fyppppppppppppppppppppppp #nledydiana ,20,https://www.tiktok.com/@nledydiana/video/7503913819949894920
22400,kenangancoffee.my,1,4,2025-06-06 04:30:50+00:00,25,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,1964,2,Something purrfectly cuddly is coming this weekend 👀 Get ready to fall in love at first squeeze! 🐾💖 #KenanganCoffee #PurrfectPlushie,15,https://www.tiktok.com/@kenangancoffee.my/video/7512689135333821704
2901,marselia201,2,4,2025-05-16 09:30:43+00:00,67,True,Tidak Mengisi/Tidak diketahui,Tangerang City,850,1,Sambil nunggu orderan di temenin sama Kopi Kenangan 🥶#fyp #shopefooddriver #shope #drivershopee #tangerang #zyxcba #warga62 #susahfyp #trend #kopikenangan ,13,https://www.tiktok.com/@marselia201/video/7504973621664795922
1266,sanjonn,9,16,2025-05-13 11:28:02+00:00,369,True,Bandar Lampung City,Kopi Kenangan - Ruko Ahmad Yani Lampung,49600,31,alasan kenapa ngopi mulu😂 klik lokasi untuk promonya.. #promokopikenangan #kopken #americano ,7,https://www.tiktok.com/@sanjonn/video/7503890596289924369
84,fitbai07,13,65,2025-05-06 14:47:51+00:00,159,True,Tangerang City,Kopi Kenangan - Shinta Tangerang,14500,9,#kopikenanganmantan ,14,https://www.tiktok.com/@fitbai07/video/7501344486941887749
2092,faizmaylano,0,0,2025-05-12 09:49:36+00:00,14,True,Jakarta,Kopi Kenangan - Ruko Citra 7,751,2,#kopi kenangan#beli 1 gratis 1#kopikenangan #pyfツviral_❤ ,15,https://www.tiktok.com/@faizmaylano/video/7503494125451332919
3773,rnrm28,4,8,2025-05-12 19:26:32+00:00,57,True,Sleman,"Kopi Kenangan, Ruko Kaliurang Km 5 Yogyakarta",4441,17,akhirnya aku menemukan harta karun ini yang teramat sulit kugapai😥 #capybarakopken #kopikenangan #capybara ,13,https://www.tiktok.com/@rnrm28/video/7503642813096004919
119,yuliaprisselyah,4,2,2025-05-12 14:23:19+00:00,16,True,Jakarta,Kopi Kenangan - Green Terrace Mall,847,1,9.500 dapet kopi kenangan ??? #qpon #qponvoucher #kopikenangan #spanishlatte #fyi #fyp ,22,https://www.tiktok.com/@yuliaprisselyah/video/7503564679097093381
29900,uminurasih_,596,92,2025-05-09 11:42:56+00:00,6932,True,Bekasi Regency,Kopi Kenangan x Chigo x Flip Burger - Ruko Tambun Bekasi,1600000,418,#kopikenangan #kopi #ngopi ,12,https://www.tiktok.com/@uminurasih_/video/7502410095418936584
730,__meliyana__,1,0,2025-04-10 13:45:31+00:00,12,True,Banyumas Regency,Kopi Kenangan - Alfamidi Wahid Hasyim Purwokerto (Bondex),3541,1,Promo Kopi Kenangan!🔥 Cuman ada di TikTok dan bisa ditukarkan di semua outlet kecuali Airport store & Kenangan Heritage. Yuk serbuuu!😄 #capcut #promokopikenangan #kopikenangan #kulinerpurwokerto #purwokertokeren #fyp ,12,https://www.tiktok.com/@__meliyana__/video/7491680219158400274
